Mod:Item:MetaData, Localized Name
tconstruct:common_ingots:0, Copper Ingot
tconstruct:common_ingots:1, Tin Ingot
tconstruct:common_ingots:2, Aluminum Ingot
tconstruct:common_ingots:3, Bronze Ingot
tconstruct:common_ingots:4, Steel Ingot
tconstruct:common_ore:0, Copper Ore
tconstruct:common_ore:1, Tin Ore
tconstruct:common_ore:2, Aluminum Ore
tconstruct:common_metal:0, Block of Copper
tconstruct:common_metal:1, Block of Tin
tconstruct:common_metal:2, Block of Aluminum
tconstruct:common_metal:3, Block of Bronze
tconstruct:common_metal:4, Block of Steel
tconstruct:metal:0, Block of Cobalt
tconstruct:metal:1, Block of Ardite
tconstruct:metal:2, Block of Manyullyn
tconstruct:metal:3, Block of Knightslime
tconstruct:metal:4, Block of Pigiron
tconstruct:metal:6, Silky Block of Jewel
tconstruct:metal:7, Block of Alumite
tconstruct:slime_dirt:0, Green Slimy Dirt
tconstruct:slime_dirt:1, Blue Slimy Dirt
tconstruct:slime_dirt:2, Purple Slimy Dirt
tconstruct:slime_dirt:3, Magma Slimy Dirt
tconstruct:slime_grass:0, Slimy Grass
tconstruct:slime_grass:1, Green Slimy Grass
tconstruct:slime_grass:2, Blue Slimy Grass
tconstruct:slime_grass:3, Purple Slimy Grass
tconstruct:slime_grass:4, Magma Slimy Grass
tconstruct:slime_grass:5, Slimy Grass
tconstruct:slime_grass:6, Green Slimy Grass
tconstruct:slime_grass:7, Blue Slimy Grass
tconstruct:slime_grass:8, Purple Slimy Grass
tconstruct:slime_grass:9, Magma Slimy Grass
tconstruct:slime_grass:10, Slimy Grass
tconstruct:slime_grass:11, Green Slimy Grass
tconstruct:slime_grass:12, Blue Slimy Grass
tconstruct:slime_grass:13, Purple Slimy Grass
tconstruct:slime_grass:14, Magma Slimy Grass
tconstruct:slime_leaves:0, Blue Slimy Leaves
tconstruct:slime_leaves:1, Purple Slimy Leaves
tconstruct:slime_leaves:2, Magma Slimy Leaves
tconstruct:slime_grass_tall:0, Tall Slimy Grass
tconstruct:slime_grass_tall:4, Tall Slimy Grass
tconstruct:slime_grass_tall:8, Tall Slimy Grass
tconstruct:slime_grass_tall:1, Slimy Fern
tconstruct:slime_grass_tall:5, Slimy Fern
tconstruct:slime_grass_tall:9, Slimy Fern
tconstruct:slime_sapling:0, Blue Slime Sapling
tconstruct:slime_sapling:1, Purple Slime Sapling
tconstruct:slime_sapling:2, Magma Slime Sapling
tconstruct:slime_vine_blue_end:0, Blue Slimy Vine
tconstruct:slime_vine_blue_mid:0, Blue Slimy Vine
tconstruct:slime_vine_blue:0, Blue Slimy Vine
tconstruct:slime_vine_purple_end:0, Purple Slimy Vine
tconstruct:slime_vine_purple_mid:0, Purple Slimy Vine
tconstruct:slime_vine_purple:0, Purple Slimy Vine
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Laser Medium Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:pattern:0, Battery Cell Pattern
tconstruct:pattern:0, Bowlimb Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:pattern:0, Scythe Head Pattern
tconstruct:pattern:0, Bowstring Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Arcane Focus Pattern
tconstruct:pattern:0, Binding Pattern
tconstruct:pattern:0, Shard Pattern
tconstruct:pattern:0, Chisel Head Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Tool Rod Pattern
tconstruct:pattern:0, Knife Blade Pattern
tconstruct:pattern:0, Arrow Head Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:pattern:0, Tough Binding Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Pipe Piece Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Sign Plate Pattern
tconstruct:pattern:0, Kama Head Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:shard:0, Naga Scale Shard
tconstruct:shard:0, Steeleaf Shard
tconstruct:shard:0, Fiery Shard
tconstruct:shard:0, Knightly Shard
tconstruct:shard:0, Electrical Shard
tconstruct:shard:0, Energetic Shard
tconstruct:shard:0, Vibrant Shard
tconstruct:shard:0, Red Shard
tconstruct:shard:0, Conductive Shard
tconstruct:shard:0, Pulsating Shard
tconstruct:shard:0, Dark Shard
tconstruct:shard:0, Souled Shard
tconstruct:shard:0, Shard of the End
tconstruct:shard:0, Fake-Iron Shard
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Paper Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Aluminum Brass Shard
tconstruct:shard:0, Alumite Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Bloody Bone Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Magical Wooden Shard
tconstruct:shard:0, Evil Infused Shard
tconstruct:shard:0, Enchanted Shard
tconstruct:shard:0, Demonic Shard
tconstruct:shard:0, Blood Infused Wooden Shard
tconstruct:shard:0, Blood Infused Iron Shard
tconstruct:shard:0, Treated Wood Shard
tconstruct:shard:0, Black Quartz Shard
tconstruct:shard:0, Restonia Crystal Shard
tconstruct:shard:0, Palis Crystal Shard
tconstruct:shard:0, Diamatine Crystal Shard
tconstruct:shard:0, Void Crystal Shard
tconstruct:shard:0, Emeradic Crystal Shard
tconstruct:shard:0, Enori Crystal Shard
tconstruct:shard:0, Sunnarium Shard
tconstruct:shard:0, Sky Stone Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Fluix Shard
tconstruct:shard:0, Fluix Steel Shard
tconstruct:shard:0, Aquamarine Shard
tconstruct:shard:0, Starmetal Shard
tconstruct:shard:0, Crystal Matrix Shard
tconstruct:shard:0, Neutronium Shard
tconstruct:shard:0, Infinity Shard
tconstruct:shard:0, Bound Shard
tconstruct:shard:0, Sentient Shard
tconstruct:shard:0, Livingrock Shard
tconstruct:shard:0, Livingwood Shard
tconstruct:shard:0, Dreamwood Shard
tconstruct:shard:0, Manasteel Shard
tconstruct:shard:0, Terrasteel Shard
tconstruct:shard:0, Elementium Shard
tconstruct:shard:0, Draconium Shard
tconstruct:shard:0, Wyvern Shard
tconstruct:shard:0, Draconic Shard
tconstruct:shard:0, Chaotic Shard
tconstruct:shard:0, Litherite Shard
tconstruct:shard:0, Erodium Shard
tconstruct:shard:0, Kyronite Shard
tconstruct:shard:0, Pladium Shard
tconstruct:shard:0, Ionite Shard
tconstruct:shard:0, Aethium Shard
tconstruct:shard:0, Lonsdaleite Shard
tconstruct:shard:0, Mica Shard
tconstruct:shard:0, Apatite Shard
tconstruct:shard:0, Essence-Infused Shard
tconstruct:shard:0, Meaty Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Pink Metal Shard
tconstruct:shard:0, Rubber Shard
tconstruct:shard:0, Advanced Alloy Shard
tconstruct:shard:0, Energium Shard
tconstruct:shard:0, Carbon Fiber Shard
tconstruct:shard:0, Iridium Shard
tconstruct:shard:0, UU-Metal Shard
tconstruct:shard:0, Osmium Shard
tconstruct:shard:0, Refined Obsidian Shard
tconstruct:shard:0, Refined Glowstone Shard
tconstruct:shard:0, HDPE Shard
tconstruct:shard:0, Ghostwood Shard
tconstruct:shard:0, Bloodwood Shard
tconstruct:shard:0, Darkwood Shard
tconstruct:shard:0, Fusewood Shard
tconstruct:shard:0, Dark Matter Shard
tconstruct:shard:0, Red Matter Shard
tconstruct:shard:0, Fluxed Electrum Shard
tconstruct:shard:0, Flux Crystal Shard
tconstruct:shard:0, Gelid Enderium Shard
tconstruct:shard:0, Gelid Gem Shard
tconstruct:shard:0, Thaumium Shard
tconstruct:shard:0, Void Metal Shard
tconstruct:shard:0, Primal Metal Shard
tconstruct:shard:0, Tin Shard
tconstruct:shard:0, Aluminium Shard
tconstruct:shard:0, Nickel Shard
tconstruct:shard:0, Platinum Shard
tconstruct:shard:0, Invar Shard
tconstruct:shard:0, Constantan Shard
tconstruct:shard:0, Signalum Shard
tconstruct:shard:0, Lumium Shard
tconstruct:shard:0, Enderium Shard
tconstruct:shard:0, Osgloglas Shard
tconstruct:shard:0, Osmiridium Shard
tconstruct:shard:0, Ichorium Shard
tconstruct:shard:0, Mirion Shard
tconstruct:shard:0, Emerald Shard
tconstruct:sharpening_kit:0, Naga Scale Sharpening Kit
tconstruct:sharpening_kit:0, Steeleaf Sharpening Kit
tconstruct:sharpening_kit:0, Fiery Sharpening Kit
tconstruct:sharpening_kit:0, Knightly Sharpening Kit
tconstruct:sharpening_kit:0, Electrical Sharpening Kit
tconstruct:sharpening_kit:0, Energetic Sharpening Kit
tconstruct:sharpening_kit:0, Vibrant Sharpening Kit
tconstruct:sharpening_kit:0, Red Sharpening Kit
tconstruct:sharpening_kit:0, Conductive Sharpening Kit
tconstruct:sharpening_kit:0, Pulsating Sharpening Kit
tconstruct:sharpening_kit:0, Dark Sharpening Kit
tconstruct:sharpening_kit:0, Souled Sharpening Kit
tconstruct:sharpening_kit:0, Sharpening Kit of the End
tconstruct:sharpening_kit:0, Fake-Iron Sharpening Kit
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Aluminum Brass Sharpening Kit
tconstruct:sharpening_kit:0, Alumite Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Bloody Bone Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Magical Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Evil Infused Sharpening Kit
tconstruct:sharpening_kit:0, Enchanted Sharpening Kit
tconstruct:sharpening_kit:0, Demonic Sharpening Kit
tconstruct:sharpening_kit:0, Blood Infused Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Blood Infused Iron Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Black Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Restonia Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Palis Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Diamatine Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Void Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Emeradic Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Enori Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Sunnarium Sharpening Kit
tconstruct:sharpening_kit:0, Sky Stone Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Steel Sharpening Kit
tconstruct:sharpening_kit:0, Aquamarine Sharpening Kit
tconstruct:sharpening_kit:0, Starmetal Sharpening Kit
tconstruct:sharpening_kit:0, Crystal Matrix Sharpening Kit
tconstruct:sharpening_kit:0, Neutronium Sharpening Kit
tconstruct:sharpening_kit:0, Infinity Sharpening Kit
tconstruct:sharpening_kit:0, Bound Sharpening Kit
tconstruct:sharpening_kit:0, Sentient Sharpening Kit
tconstruct:sharpening_kit:0, Livingrock Sharpening Kit
tconstruct:sharpening_kit:0, Livingwood Sharpening Kit
tconstruct:sharpening_kit:0, Dreamwood Sharpening Kit
tconstruct:sharpening_kit:0, Manasteel Sharpening Kit
tconstruct:sharpening_kit:0, Terrasteel Sharpening Kit
tconstruct:sharpening_kit:0, Elementium Sharpening Kit
tconstruct:sharpening_kit:0, Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Wyvern Sharpening Kit
tconstruct:sharpening_kit:0, Draconic Sharpening Kit
tconstruct:sharpening_kit:0, Chaotic Sharpening Kit
tconstruct:sharpening_kit:0, Litherite Sharpening Kit
tconstruct:sharpening_kit:0, Erodium Sharpening Kit
tconstruct:sharpening_kit:0, Kyronite Sharpening Kit
tconstruct:sharpening_kit:0, Pladium Sharpening Kit
tconstruct:sharpening_kit:0, Ionite Sharpening Kit
tconstruct:sharpening_kit:0, Aethium Sharpening Kit
tconstruct:sharpening_kit:0, Lonsdaleite Sharpening Kit
tconstruct:sharpening_kit:0, Mica Sharpening Kit
tconstruct:sharpening_kit:0, Apatite Sharpening Kit
tconstruct:sharpening_kit:0, Essence-Infused Sharpening Kit
tconstruct:sharpening_kit:0, Meaty Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Pink Metal Sharpening Kit
tconstruct:sharpening_kit:0, Rubber Sharpening Kit
tconstruct:sharpening_kit:0, Advanced Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Energium Sharpening Kit
tconstruct:sharpening_kit:0, Carbon Fiber Sharpening Kit
tconstruct:sharpening_kit:0, Iridium Sharpening Kit
tconstruct:sharpening_kit:0, UU-Metal Sharpening Kit
tconstruct:sharpening_kit:0, Osmium Sharpening Kit
tconstruct:sharpening_kit:0, Refined Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Refined Glowstone Sharpening Kit
tconstruct:sharpening_kit:0, HDPE Sharpening Kit
tconstruct:sharpening_kit:0, Ghostwood Sharpening Kit
tconstruct:sharpening_kit:0, Bloodwood Sharpening Kit
tconstruct:sharpening_kit:0, Darkwood Sharpening Kit
tconstruct:sharpening_kit:0, Fusewood Sharpening Kit
tconstruct:sharpening_kit:0, Dark Matter Sharpening Kit
tconstruct:sharpening_kit:0, Red Matter Sharpening Kit
tconstruct:sharpening_kit:0, Fluxed Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Flux Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Gelid Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Gelid Gem Sharpening Kit
tconstruct:sharpening_kit:0, Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Void Metal Sharpening Kit
tconstruct:sharpening_kit:0, Primal Metal Sharpening Kit
tconstruct:sharpening_kit:0, Tin Sharpening Kit
tconstruct:sharpening_kit:0, Aluminium Sharpening Kit
tconstruct:sharpening_kit:0, Nickel Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Invar Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Osgloglas Sharpening Kit
tconstruct:sharpening_kit:0, Osmiridium Sharpening Kit
tconstruct:sharpening_kit:0, Ichorium Sharpening Kit
tconstruct:sharpening_kit:0, Mirion Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:pick_head:0, Naga Scale Pickaxe Head
tconstruct:pick_head:0, Steeleaf Pickaxe Head
tconstruct:pick_head:0, Fiery Pickaxe Head
tconstruct:pick_head:0, Knightly Pickaxe Head
tconstruct:pick_head:0, Electrical Pickaxe Head
tconstruct:pick_head:0, Energetic Pickaxe Head
tconstruct:pick_head:0, Vibrant Pickaxe Head
tconstruct:pick_head:0, Red Pickaxe Head
tconstruct:pick_head:0, Conductive Pickaxe Head
tconstruct:pick_head:0, Pulsating Pickaxe Head
tconstruct:pick_head:0, Dark Pickaxe Head
tconstruct:pick_head:0, Souled Pickaxe Head
tconstruct:pick_head:0, Pickaxe Head of the End
tconstruct:pick_head:0, Fake-Iron Pickaxe Head
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Aluminum Brass Pickaxe Head
tconstruct:pick_head:0, Alumite Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Bloody Bone Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Magical Wooden Pickaxe Head
tconstruct:pick_head:0, Evil Infused Pickaxe Head
tconstruct:pick_head:0, Enchanted Pickaxe Head
tconstruct:pick_head:0, Demonic Pickaxe Head
tconstruct:pick_head:0, Blood Infused Wooden Pickaxe Head
tconstruct:pick_head:0, Blood Infused Iron Pickaxe Head
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Black Quartz Pickaxe Head
tconstruct:pick_head:0, Restonia Crystal Pickaxe Head
tconstruct:pick_head:0, Palis Crystal Pickaxe Head
tconstruct:pick_head:0, Diamatine Crystal Pickaxe Head
tconstruct:pick_head:0, Void Crystal Pickaxe Head
tconstruct:pick_head:0, Emeradic Crystal Pickaxe Head
tconstruct:pick_head:0, Enori Crystal Pickaxe Head
tconstruct:pick_head:0, Sunnarium Pickaxe Head
tconstruct:pick_head:0, Sky Stone Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Pickaxe Head
tconstruct:pick_head:0, Fluix Steel Pickaxe Head
tconstruct:pick_head:0, Aquamarine Pickaxe Head
tconstruct:pick_head:0, Starmetal Pickaxe Head
tconstruct:pick_head:0, Crystal Matrix Pickaxe Head
tconstruct:pick_head:0, Neutronium Pickaxe Head
tconstruct:pick_head:0, Infinity Pickaxe Head
tconstruct:pick_head:0, Bound Pickaxe Head
tconstruct:pick_head:0, Sentient Pickaxe Head
tconstruct:pick_head:0, Livingrock Pickaxe Head
tconstruct:pick_head:0, Livingwood Pickaxe Head
tconstruct:pick_head:0, Dreamwood Pickaxe Head
tconstruct:pick_head:0, Manasteel Pickaxe Head
tconstruct:pick_head:0, Terrasteel Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Draconium Pickaxe Head
tconstruct:pick_head:0, Wyvern Pickaxe Head
tconstruct:pick_head:0, Draconic Pickaxe Head
tconstruct:pick_head:0, Chaotic Pickaxe Head
tconstruct:pick_head:0, Litherite Pickaxe Head
tconstruct:pick_head:0, Erodium Pickaxe Head
tconstruct:pick_head:0, Kyronite Pickaxe Head
tconstruct:pick_head:0, Pladium Pickaxe Head
tconstruct:pick_head:0, Ionite Pickaxe Head
tconstruct:pick_head:0, Aethium Pickaxe Head
tconstruct:pick_head:0, Lonsdaleite Pickaxe Head
tconstruct:pick_head:0, Mica Pickaxe Head
tconstruct:pick_head:0, Apatite Pickaxe Head
tconstruct:pick_head:0, Essence-Infused Pickaxe Head
tconstruct:pick_head:0, Meaty Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Pink Metal Pickaxe Head
tconstruct:pick_head:0, Rubber Pickaxe Head
tconstruct:pick_head:0, Advanced Alloy Pickaxe Head
tconstruct:pick_head:0, Energium Pickaxe Head
tconstruct:pick_head:0, Carbon Fiber Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, UU-Metal Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, HDPE Pickaxe Head
tconstruct:pick_head:0, Ghostwood Pickaxe Head
tconstruct:pick_head:0, Bloodwood Pickaxe Head
tconstruct:pick_head:0, Darkwood Pickaxe Head
tconstruct:pick_head:0, Fusewood Pickaxe Head
tconstruct:pick_head:0, Dark Matter Pickaxe Head
tconstruct:pick_head:0, Red Matter Pickaxe Head
tconstruct:pick_head:0, Fluxed Electrum Pickaxe Head
tconstruct:pick_head:0, Flux Crystal Pickaxe Head
tconstruct:pick_head:0, Gelid Enderium Pickaxe Head
tconstruct:pick_head:0, Gelid Gem Pickaxe Head
tconstruct:pick_head:0, Thaumium Pickaxe Head
tconstruct:pick_head:0, Void Metal Pickaxe Head
tconstruct:pick_head:0, Primal Metal Pickaxe Head
tconstruct:pick_head:0, Tin Pickaxe Head
tconstruct:pick_head:0, Aluminium Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Osgloglas Pickaxe Head
tconstruct:pick_head:0, Osmiridium Pickaxe Head
tconstruct:pick_head:0, Ichorium Pickaxe Head
tconstruct:pick_head:0, Mirion Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:shovel_head:0, Naga Scale Shovel Head
tconstruct:shovel_head:0, Steeleaf Shovel Head
tconstruct:shovel_head:0, Fiery Shovel Head
tconstruct:shovel_head:0, Knightly Shovel Head
tconstruct:shovel_head:0, Electrical Shovel Head
tconstruct:shovel_head:0, Energetic Shovel Head
tconstruct:shovel_head:0, Vibrant Shovel Head
tconstruct:shovel_head:0, Red Shovel Head
tconstruct:shovel_head:0, Conductive Shovel Head
tconstruct:shovel_head:0, Pulsating Shovel Head
tconstruct:shovel_head:0, Dark Shovel Head
tconstruct:shovel_head:0, Souled Shovel Head
tconstruct:shovel_head:0, Shovel Head of the End
tconstruct:shovel_head:0, Fake-Iron Shovel Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Aluminum Brass Shovel Head
tconstruct:shovel_head:0, Alumite Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Bloody Bone Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Magical Wooden Shovel Head
tconstruct:shovel_head:0, Evil Infused Shovel Head
tconstruct:shovel_head:0, Enchanted Shovel Head
tconstruct:shovel_head:0, Demonic Shovel Head
tconstruct:shovel_head:0, Blood Infused Wooden Shovel Head
tconstruct:shovel_head:0, Blood Infused Iron Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Black Quartz Shovel Head
tconstruct:shovel_head:0, Restonia Crystal Shovel Head
tconstruct:shovel_head:0, Palis Crystal Shovel Head
tconstruct:shovel_head:0, Diamatine Crystal Shovel Head
tconstruct:shovel_head:0, Void Crystal Shovel Head
tconstruct:shovel_head:0, Emeradic Crystal Shovel Head
tconstruct:shovel_head:0, Enori Crystal Shovel Head
tconstruct:shovel_head:0, Sunnarium Shovel Head
tconstruct:shovel_head:0, Sky Stone Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Shovel Head
tconstruct:shovel_head:0, Fluix Steel Shovel Head
tconstruct:shovel_head:0, Aquamarine Shovel Head
tconstruct:shovel_head:0, Starmetal Shovel Head
tconstruct:shovel_head:0, Crystal Matrix Shovel Head
tconstruct:shovel_head:0, Neutronium Shovel Head
tconstruct:shovel_head:0, Infinity Shovel Head
tconstruct:shovel_head:0, Bound Shovel Head
